no,kode_skpd,nama_skpd,komisi,kode_kegiatan,nama_kegiatan,pagu,tambah,kurang,hasil_pembahasan,hasil_pemprov_version,delta = hasil_pembahasan - hasil_pemprov_version,flag,kegiatan_versi_pemprov_yang_namanya_mirip,% kemiripan,hasil_pemprov_version_yang_mirip,delta = hasil_pemprov_version_yang_mirip - hasil_pemprov_version
83,1.19.003,Kantor Kesatuan Bangsa dan Politik - JAKUT,A,,Peningkatan Dan Pemahaman Tentang Kearifan Lokal Terhadap Organisasi Daerah,0,"150,000,000",0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,peningkatan pelayanan keprotokolan dan tamu pimpinan daerah,0.5066666666666667,"11,899,982,720","-11,749,982,720"
84,1.19.001,BADAN KESATUAN BANGSA DAN POLITIK,A,,Pelaksanaan Forum Kewaspadaan Dini Masyarakat (FKDM),0,"4,000,000,000",0,"4,000,000,000",,"4,000,000,000",Not found in Pemprov version based on kode & nama kegiatan,pelaksanaan upaya kesehatan masyarakat,0.5576923076923077,Too many variants,
85,1.20.397,BADAN PELAYANAN PENGADAAN BARANG JASA,C,1.20.34.397.001,Penyediaan Tenaga Ahli/Nara Sumber untuk pengadaan barang/Jasa yang bersifat Khusus serta pre-audit proses pengadaan,"500,000,000",0,0,"500,000,000","499,974,000","26,000",Perfect match,,,,
86,1.20.397,BADAN PELAYANAN PENGADAAN BARANG JASA,C,1.20.34.397.002,Pembangunan Sistem IT Layanan Pengadaan Barang dan Jasa Provinsi DKI Jakarta,"1,000,000,000",0,0,"1,000,000,000","999,994,260","5,740",Perfect match,,,,
87,1.20.397,BADAN PELAYANAN PENGADAAN BARANG JASA,C,1.20.34.397.003,Sosialisasi Peraturan Terkait Pengadaan Barang dan Jasa SKPD/UKPD,"500,000,000",0,0,"500,000,000","499,980,000","20,000",Perfect match,,,,
88,1.20.397,BADAN PELAYANAN PENGADAAN BARANG JASA,C,1.20.34.397.004,Penyelenggaraan sistem layanan pengadaan barang jasa Provinsi DKI Jakarta,"3,900,000,000",0,0,"3,900,000,000","3,899,998,742","1,258",Perfect match,,,,
89,1.20.397,BADAN PELAYANAN PENGADAAN BARANG JASA,C,1.20.61.397.001,Penyelenggaraan operasional kantor unit BLPBJ,"19,200,000,000",0,"1,000,000,000","18,200,000,000","19,199,998,135","-999,998,135",Perfect match,,,,
90,1.20.397,BADAN PELAYANAN PENGADAAN BARANG JASA,C,1.20.67.397.001,FGD dan Bimbingan Teknis Pengadaan Barang dan Jasa dan E - Purchasing,"500,000,000",0,0,"500,000,000","499,974,900","25,100",Perfect match,,,,
91,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.01.001.005,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian,"600,000,000",0,"60,000,000","540,000,000","599,660,000","-59,660,000",Perfect match,,,,
92,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.01.001.006,Perencanaan Perekonomian Daerah,"500,000,000",0,"50,000,000","450,000,000","457,500,000","-7,500,000",Perfect match,,,,
93,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.02.001.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesejahteraan Rakyat,"500,000,000",0,"50,000,000","450,000,000","499,348,340","-49,348,340",Perfect match,,,,
94,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.03.001.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang  Pemerintahan,"400,000,000",0,"40,000,000","360,000,000","399,996,936","-39,996,936",Matched by kode kegiatan,,,,
95,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.04.001.001,Diklat Internship Intergrated Urban Water Management (sister city Jakarta - Rotterdam),"1,500,000,000",0,"150,000,000","1,350,000,000","1,498,032,000","-148,032,000",Perfect match,,,,
96,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Keuangan,"500,000,000",0,"50,000,000","450,000,000","499,232,050","-49,232,050",Perfect match,,,,
97,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.003,"Pelaksanaan Evaluasi, Pengendalian dan Laporan Pembangunan","600,000,000",0,"60,000,000","540,000,000","594,987,081","-54,987,081",Perfect match,,,,
98,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.004,Penyusunan Dokumen Perencanaan,"600,000,000",0,"60,000,000","540,000,000","599,979,805","-59,979,805",Perfect match,,,,
99,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.005,Penyelesaian Dokumen Lampiran RAPBD Tahun 2015,"100,000,000",0,0,"100,000,000","99,946,310","53,690",Perfect match,,,,
100,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.006,Penyusunan Dokumen RAPBD P 2015,"400,000,000",0,"40,000,000","360,000,000","399,849,230","-39,849,230",Perfect match,,,,
101,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.007,Penyusunan Dokumen RAPBD 2016,"500,000,000",0,"50,000,000","450,000,000","499,436,722","-49,436,722",Perfect match,,,,
102,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.008,Penyusunan Review Perda RPJMD DKI Jakarta,"500,000,000",0,"50,000,000","450,000,000","499,345,310","-49,345,310",Perfect match,,,,
103,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.05.001.009,Penyelenggaraan Musrenbang,"850,000,000",0,"127,500,000","722,500,000","661,845,780","60,654,220",Perfect match,,,,
104,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.06.001.001,Pelaksanaan Koordinasi dan Monev  Perencanaan Bidang Prasarana Sarana Kota dan Lingkungan Hidup,"2,250,000,000",0,"250,000,000","2,000,000,000","2,249,762,123","-249,762,123",Matched by kode kegiatan,,,,
105,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.07.001.004,Penyelenggaraan Operasional Kantor Badan Perencanaan Pembangunan Daerah,"7,316,400,000",0,"731,640,000","6,584,760,000","2,664,999,236","3,919,760,764",Perfect match,,,,
106,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.07.001.005,Penyelenggaraan Tugas Tim Gubernur Untuk Percepatan Pembangunan (TGUPP),"1,415,200,000",0,0,"1,415,200,000","1,060,647,950","354,552,050",Perfect match,,,,
107,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.07.001.006,Penyediaan Jasa TALI dan IPAL (12 Bulan),"300,000,000",0,0,"300,000,000","299,754,400","245,600",Perfect match,,,,
108,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.09.001.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"300,000,000",0,"15,000,000","285,000,000","296,927,908","-11,927,908",Perfect match,,,,
109,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.15.001.001,Penyusunan Revisi Renstra SKPD,"150,000,000",0,0,"150,000,000","116,060,000","33,940,000",Perfect match,,,,
110,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.16.001.002,"Partisipasi Event - event Perencanaan, Pameran, Kelitbangan, Statistik dan Inovasi Daerah","1,500,000,000",0,"225,000,000","1,275,000,000","1,480,100,248","-205,100,248",Perfect match,,,,
111,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.16.001.003,Pengembangan dan Penyediaan Dukungan Sistem Informasi Perencanaan,"2,150,000,000",0,"215,000,000","1,935,000,000","2,146,734,127","-211,734,127",Perfect match,,,,
112,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.16.001.004,Penyediaan Dukungan Data dan Informasi (Open Data) Perencanaan Pembangunan,"930,000,000",0,"232,500,000","697,500,000","885,721,718","-188,221,718",Perfect match,,,,
113,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.06.16.001.005,"Kepesertaan dalam Workshop, Seminar, Kongres, Kursus, event - event regional, Nasional, dan Internasional","300,000,000",0,"45,000,000","255,000,000","298,982,000","-43,982,000",Perfect match,,,,
114,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.23.01.001.002,Penyusunan Kajian Technopark Jakarta,"300,000,000",0,"45,000,000","255,000,000","222,602,500","32,397,500",Matched by nama kegiatan,,,,
115,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.23.01.001.005,Penyusunan Statistik Daerah (Hibah),"775,000,000",0,"116,250,000","658,750,000",,"658,750,000",Not found in Pemprov version based on kode & nama kegiatan,penyusunan standarisasi aset,0.5142857142857142,"2,540,319,210","-1,881,569,210"
116,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.23.01.001.006,Penyelenggaraan Pengembangan Perencanaan dan Inovasi Daerah,"230,000,000",0,"46,000,000","184,000,000","226,474,166","-42,474,166",Matched by nama kegiatan,,,,
117,1.06.001,BADAN PERENCANAAN PEMBANGUNAN DAERAH,A,1.23.01.001.007,Penyiapan Masterplan Smart City,"857,400,000",0,"157,400,000","700,000,000","857,399,899","-157,399,899",Matched by nama kegiatan,,,,
118,1.06.002,Kantor Perencanaan Pembangunan - JAKPUS,A,1.06.01.002.007,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian Jakarta Pusat,"300,000,000",0,"30,000,000","270,000,000","173,910,000","96,090,000",Perfect match,,,,
119,1.06.002,Kantor Perencanaan Pembangunan - JAKPUS,A,1.06.02.002.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesra Jakarta Pusat,"300,000,000",0,"30,000,000","270,000,000","181,570,000","88,430,000",Perfect match,,,,
120,1.06.002,Kantor Perencanaan Pembangunan - JAKPUS,A,1.06.03.002.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Pemerintahan Jakarta Pusat,"300,000,000",0,"30,000,000","270,000,000","227,490,000","42,510,000",Perfect match,,,,
121,1.06.002,Kantor Perencanaan Pembangunan - JAKPUS,A,1.06.05.002.001,Penyelenggaraan dan Partisipasi Even Perencanaan Wilayah Jakarta Pusat,"675,000,000",0,"135,000,000","540,000,000","565,602,000","-25,602,000",Perfect match,,,,
122,1.06.002,Kantor Perencanaan Pembangunan - JAKPUS,A,1.06.06.002.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang PSKLH Jakarta Pusat,"300,000,000",0,"30,000,000","270,000,000","181,570,000","88,430,000",Perfect match,,,,
123,1.06.002,Kantor Perencanaan Pembangunan - JAKPUS,A,1.06.07.002.001,Penyelenggaraan Operasional Kanppeko Jakarta Pusat,"637,000,000",0,"127,400,000","509,600,000","635,787,228","-126,187,228",Perfect match,,,,
124,1.06.003,Kantor Perencanaan Pembangunan - JAKUT,A,1.06.01.003.006,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian Jakarta Utara,"300,000,000",0,"30,000,000","270,000,000","51,980,000","218,020,000",Perfect match,,,,
125,1.06.003,Kantor Perencanaan Pembangunan - JAKUT,A,1.06.02.003.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesra Jakarta Utara,"300,000,000",0,"30,000,000","270,000,000","218,760,000","51,240,000",Perfect match,,,,
126,1.06.003,Kantor Perencanaan Pembangunan - JAKUT,A,1.06.03.003.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Pemerintahan Jakarta Utara,"300,000,000",0,"30,000,000","270,000,000","114,630,000","155,370,000",Perfect match,,,,
127,1.06.003,Kantor Perencanaan Pembangunan - JAKUT,A,1.06.05.003.001,Penyelenggaraan dan Partisipasi Event Perencanaan Wilayah Jakarta Utara,"675,000,000",0,"135,000,000","540,000,000","465,813,000","74,187,000",Perfect match,,,,
128,1.06.003,Kantor Perencanaan Pembangunan - JAKUT,A,1.06.06.003.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang PSKLH Jakarta Utara,"300,000,000",0,"30,000,000","270,000,000","51,980,000","218,020,000",Perfect match,,,,
129,1.06.003,Kantor Perencanaan Pembangunan - JAKUT,A,1.06.07.003.001,Penyelenggaraan Operasional Kanppeko Jakarta Utara,"637,000,000",0,"127,400,000","509,600,000","571,368,483","-61,768,483",Perfect match,,,,
130,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR,A,1.06.01.004.008,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian Jakarta Barat,"300,000,000",0,"30,000,000","270,000,000","300,000,000","-30,000,000",Perfect match,,,,
131,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR,A,1.06.02.004.002,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesra Jakarta Barat,"300,000,000",0,"30,000,000","270,000,000","300,000,000","-30,000,000",Perfect match,,,,
132,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR,A,1.06.03.004.003,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Pemerintahan Jakarta Barat,"300,000,000",0,"30,000,000","270,000,000","300,000,000","-30,000,000",Perfect match,,,,
133,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR,A,1.06.05.004.002,Penyelenggaraan dan Partisipasi Even Perencanaan Wilayah Jakarta Barat,"675,000,000",0,"135,000,000","540,000,000","674,984,750","-134,984,750",Perfect match,,,,
134,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR,A,1.06.06.004.002,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang PSKLH Jakarta Barat,"300,000,000",0,"30,000,000","270,000,000","300,000,000","-30,000,000",Perfect match,,,,
135,1.06.004,Kantor Perencanaan Pembangunan - JAKBAR,A,1.06.07.004.002,Penyelenggaraan Operasional Kanppeko Jakarta Barat,"637,000,000",0,"127,400,000","509,600,000","636,999,107","-127,399,107",Perfect match,,,,
136,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL,A,1.06.01.005.003,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian Jakarta Selatan,"300,000,000",0,"30,000,000","270,000,000","277,464,000","-7,464,000",Perfect match,,,,
137,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL,A,1.06.02.005.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesra Jakarta Selatan,"300,000,000",0,"30,000,000","270,000,000","299,770,000","-29,770,000",Perfect match,,,,
138,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL,A,1.06.03.005.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Pemerintahan Jakarta Selatan,"300,000,000",0,"30,000,000","270,000,000","299,590,000","-29,590,000",Perfect match,,,,
139,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL,A,1.06.05.005.001,Penyelenggaraan dan Partisipasi Even Perencanaan Wilayah Jakarta Selatan,"675,000,000",0,"135,000,000","540,000,000","311,000,100","228,999,900",Perfect match,,,,
140,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL,A,1.06.06.005.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang PSKLH Jakarta Selatan,"300,000,000",0,"30,000,000","270,000,000","278,840,000","-8,840,000",Perfect match,,,,
141,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL,A,1.06.07.005.001,Penyelenggaraan Operasional Kanppeko Jakarta Selatan,"637,000,000",0,"127,400,000","509,600,000","633,775,448","-124,175,448",Perfect match,,,,
142,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.01.006.008,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian Jakarta Timur,"146,805,650",0,0,"146,805,650","146,805,650",0,Perfect match,,,,
143,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.02.006.002,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesra Jakarta Timur,"144,682,800",0,0,"144,682,800","144,682,800",0,Perfect match,,,,
144,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.03.006.002,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Pemerintahan Jakarta Timur,"147,483,050",0,0,"147,483,050","147,483,050",0,Perfect match,,,,
145,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.05.006.001,Penyelenggaraan dan Partisipasi Even Perencanaan Wilayah Jakarta Timur,"1,020,000,000",0,"102,000,000","918,000,000","1,019,999,810","-101,999,810",Perfect match,,,,
146,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.06.006.002,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang PSKLH Jakarta Timur,"51,381,000",0,0,"51,381,000","51,381,000",0,Perfect match,,,,
147,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.07.006.002,Penyelenggaraan Operasional Kanppeko Jakarta Timur,"976,647,500",0,"195,329,500","781,318,000","976,644,782","-195,326,782",Perfect match,,,,
148,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM,A,1.06.07.006.003,Tunjangan Bendahara dan Pengurus Barang,"25,000,000",0,0,"25,000,000",,"25,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengadaan sarana dan prasarana,0.5128205128205128,"5,368,319,244","-5,343,319,244"
149,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,A,1.06.01.007.008,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Perekonomian Kab. Adm. Kepulauan Seribu,"250,000,000",0,"25,000,000","225,000,000","249,999,850","-24,999,850",Perfect match,,,,
150,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,A,1.06.02.007.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Kesra Kab. Adm. Kepulauan Seribu,"300,000,000",0,"30,000,000","270,000,000","299,999,840","-29,999,840",Perfect match,,,,
151,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,A,1.06.03.007.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang Pemerintahan Kab. Adm. Kepulauan Seribu,"300,000,000",0,"30,000,000","270,000,000","299,999,840","-29,999,840",Perfect match,,,,
152,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,A,1.06.05.007.001,Penyelenggaraan dan Partisipasi Even Perencanaan Wilayah Kepulauan Seribu,"650,000,000",0,"130,000,000","520,000,000","649,999,808","-129,999,808",Perfect match,,,,
153,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,A,1.06.06.007.001,Pelaksanaan Peningkatan Perencanaan dan Monev Pembangunan Bidang PSKLH Kab. Adm. Kepulauan Seribu,"250,000,000",0,"25,000,000","225,000,000","249,999,850","-24,999,850",Perfect match,,,,
154,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,A,1.06.07.007.001,Penyelenggaraan Operasional Kanppekab Kep. Seribu,"812,000,000",0,"50,000,000","762,000,000","811,692,874","-49,692,874",Perfect match,,,,
155,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.03.005.002,Koordinasi dan Fasilitasi Tim Pembahasan Materi Revisi UU 29/07,"3,000,000,000",0,"600,000,000","2,400,000,000","2,953,964,000","-553,964,000",Perfect match,,,,
156,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.03.005.004,Peningkatan peran dan kapasitas Camat dan Lurah,"800,000,000",0,"100,000,000","700,000,000","774,209,904","-74,209,904",Perfect match,,,,
157,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.06.005.001,Fasilitasi dan Koordinasi bidang kerjasama,"1,480,000,000",0,"222,000,000","1,258,000,000","1,480,000,000","-222,000,000",Perfect match,,,,
158,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.11.005.001,HUT RI dan Kota Jakarta,"5,000,000,000",0,"1,000,000,000","4,000,000,000","4,120,601,410","-120,601,410",Perfect match,,,,
159,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.12.005.001,"Fasilitasi, Koordinasi dan laporan penyelenggaraan pemerintahan daerah","150,000,000",0,0,"150,000,000","149,989,500","10,500",Perfect match,,,,
160,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.61.005.002,Penyediaan Jasa TALI dan IPAL (12 Bulan),0,0,0,0,Too many variants,,Matched by nama kegiatan,,,,
161,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.61.005.005,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"24,000,000",0,"1,200,000","22,800,000",Too many variants,,Matched by nama kegiatan,,,,
162,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.61.005.006,Penyelenggaraan Operasional Kantor Biro Tata Pemerintahan,"626,000,000",0,0,"626,000,000","625,990,180","9,820",Perfect match,,,,
163,1.20.005,BIRO TATA PEMERINTAHAN,A,1.20.69.005.001,Penyusunan Revisi Renstra SKPD,"100,000,000",0,0,"100,000,000",Too many variants,,Matched by nama kegiatan,,,,
164,1.20.006,BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,A,1.20.01.006.005,Fasilitasi dan Koordinasi pelaksanaan tugas dan fungsi Biro KDH dan Kerjasama LN,"1,200,000,000",0,"240,000,000","960,000,000","907,970,000","52,030,000",Perfect match,,,,
165,1.20.006,BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,A,1.20.01.006.007,Pembinaan dan Pengendalian Biro KDH dan Kerjasama LN,"150,000,000",0,0,"150,000,000",,"150,000,000",Not found in Pemprov version based on kode & nama kegiatan,pembinaan dan pengendalian kepariwisataan jakarta selatan,0.6491228070175439,"1,195,502,544","-1,045,502,544"
166,1.20.006,BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,A,1.20.06.006.001,"Sosialisasi, dialog dan lokakarya bidang kerjasama","1,300,000,000",0,"325,000,000","975,000,000","999,576,250","-24,576,250",Perfect match,,,,
167,1.20.006,BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,A,1.20.13.006.003,Peningkatan pelayanan keprotokolan dan tamu Pimpinan daerah,"11,900,000,000",0,"1,900,000,000","10,000,000,000","11,899,982,720","-1,899,982,720",Perfect match,,,,
168,1.20.006,BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI,A,1.20.13.006.005,"Pengadaan, pemeliharaan dan pengelolaan sarana dan prasarana dan pelayanan pimpinan daerah","4,450,000,000",0,"450,000,000","4,000,000,000","4,449,999,800","-449,999,800",Perfect match,,,,
